record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908739645,0,0,705.04,1098.0,2.818,100,157,88,0.5
908739646,0,0,707.84,1098.0,2.799,100,157,88,0.5
908739647,0,0,710.63,1098.0,2.799,100,157,88,0.5
908739648,0,0,713.44,1098.0,2.8089999999999997,100,157,88,0.5
908739649,0,0,716.26,1098.0,2.818,100,157,89,0.5
908739650,0,0,719.09,1098.0,2.827,100,157,89,0.5
908739651,0,0,721.92,1098.0,2.8369999999999997,100,157,89,0.5
908739652,0,0,724.76,1098.0,2.8369999999999997,100,157,89,0.5
908739653,0,0,727.59,1098.0,2.827,100,157,90,0.5
908739654,0,0,730.42,1098.0,2.8369999999999997,100,157,90,0.5
908739655,0,0,733.25,1098.0,2.827,100,157,89,0.5
908739656,0,0,736.1,1098.0,2.846,100,157,89,0.5
908739657,0,0,738.94,1098.0,2.846,100,157,89,0.5
908739658,0,0,741.79,1098.0,2.846,100,157,89,0.5
908739659,0,0,744.64,1098.0,2.846,100,157,89,0.5
908739660,0,0,747.48,1098.0,2.846,100,157,89,0.5
908739661,0,0,750.34,1098.0,2.855,100,157,89,0.5
908739662,0,0,753.18,1098.0,2.846,100,157,88,0.5
908739663,0,0,756.03,1098.0,2.846,100,157,88,0.5
908739664,0,0,758.87,1098.0,2.846,100,157,88,0.5
908739665,0,0,761.71,1098.0,2.8369999999999997,100,157,88,0.5
908739666,0,0,764.56,1098.0,2.846,100,157,89,0.5
908739667,0,0,767.41,1098.0,2.855,100,157,89,0.5
908739668,0,0,770.27,1098.0,2.855,100,157,89,0.5
908739669,0,0,773.12,1098.0,2.855,100,157,89,0.5
908739670,0,0,775.98,1098.0,2.855,100,157,89,0.5
908739671,0,0,778.83,1098.0,2.855,100,157,89,0.5
908739672,0,0,781.69,1098.0,2.855,100,157,89,0.5
908739673,0,0,784.53,1098.0,2.846,100,157,88,0.5
908739674,0,0,787.38,1098.0,2.846,100,157,88,0.5
908739675,0,0,790.23,1098.0,2.846,100,157,88,0.5
908739676,0,0,793.07,1098.0,2.846,100,157,88,0.5
908739677,0,0,795.93,1098.0,2.855,100,157,89,0.5
908739678,0,0,798.79,1098.0,2.865,100,157,89,0.5
908739679,0,0,801.66,1098.0,2.865,100,157,89,0.5
908739680,0,0,804.52,1098.0,2.865,100,157,89,0.5
908739681,0,0,807.38,1098.0,2.865,100,157,88,0.5
908739682,0,0,810.25,1098.0,2.865,100,157,88,0.5
908739683,0,0,813.1,1098.0,2.855,100,157,88,0.5
908739684,0,0,815.96,1098.0,2.855,100,157,89,0.5
908739685,0,0,818.81,1098.0,2.855,100,157,89,0.5
908739686,0,0,821.67,1098.0,2.855,100,157,88,0.5
908739687,0,0,824.52,1098.0,2.855,100,157,88,0.5
908739688,0,0,827.38,1098.0,2.855,100,157,88,0.5
908739689,0,0,830.23,1098.0,2.846,100,157,88,0.5
908739690,0,0,833.07,1098.0,2.846,100,157,88,0.5
908739691,0,0,835.91,1098.0,2.8369999999999997,100,157,88,0.5
908739692,0,0,838.75,1098.0,2.846,100,157,89,0.5
908739693,0,0,841.61,1098.0,2.855,100,157,89,0.5
908739694,0,0,844.46,1098.0,2.855,100,157,88,0.5
908739695,0,0,847.31,1098.0,2.846,100,157,88,0.5
908739696,0,0,850.02,1098.0,2.7060000000000004,100,157,89,0.5
908739697,0,0,852.6,1098.0,2.585,100,157,89,0.5
908739698,0,0,855.13,1098.0,2.529,100,157,89,0.5
908739699,0,0,857.73,1098.0,2.603,100,157,89,0.5
