record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908721892,609387765,-1361767940,554.79,1087.4,3.7510000000000003,100,150,83,0.0
908721893,609387774,-1361768558,558.43,1087.4,3.742,100,150,83,0.0
908721894,609387796,-1361769170,562.02,1087.6,3.742,100,150,84,0.0
908721895,609387811,-1361769799,565.72,1087.6,3.742,100,150,84,0.0
908721896,609387812,-1361770464,569.61,1087.6,3.7319999999999998,100,150,84,0.0
908721897,609387822,-1361771104,573.37,1087.6,3.7319999999999998,100,150,84,0.0
908721898,609387817,-1361771701,576.87,1087.4,3.7319999999999998,100,150,84,0.0
908721899,609387822,-1361772348,580.66,1087.4,3.7319999999999998,100,150,84,0.0
908721900,609387850,-1361773024,584.64,1087.4,3.7319999999999998,100,150,84,0.0
908721901,609387859,-1361773678,588.47,1087.4,3.742,100,150,84,0.0
908721902,609387863,-1361774347,592.41,1087.4,3.742,100,150,84,0.0
908721903,609387852,-1361775003,596.26,1087.4,3.742,100,150,84,0.0
908721904,609387870,-1361775668,600.17,1087.4,3.742,100,150,84,0.0
908721905,609387880,-1361776366,604.27,1087.4,3.7510000000000003,100,150,84,0.0
908721906,609387857,-1361777079,608.46,1087.4,3.76,100,150,85,0.0
908721907,609387855,-1361777771,612.52,1087.4,3.76,100,150,85,0.0
908721908,609387862,-1361778400,616.21,1087.4,3.77,100,150,85,0.0
908721909,609387866,-1361779021,619.87,1087.4,3.77,100,150,85,0.0
908721910,609387849,-1361779639,623.5,1087.4,3.77,100,150,84,0.0
908721911,609387827,-1361780247,627.07,1087.4,3.77,100,150,84,0.0
908721912,609387806,-1361780893,630.87,1087.2,3.76,100,150,84,0.0
908721913,609387804,-1361781480,634.31,1087.2,3.76,100,150,84,0.0
908721914,609387809,-1361782100,637.95,1087.0,3.76,100,150,84,0.0
908721915,609387794,-1361782732,641.66,1087.2,3.76,100,150,84,0.0
908721916,609387781,-1361783379,645.47,1087.0,3.76,100,150,85,0.0
908721917,609387773,-1361784015,649.21,1087.2,3.76,100,150,85,0.0
908721918,609387785,-1361784597,652.62,1087.2,3.76,100,150,85,0.0
908721919,609387788,-1361785195,656.13,1087.2,3.7510000000000003,100,150,84,0.0
908721920,609387803,-1361785759,659.45,1087.2,3.7510000000000003,100,150,84,0.0
908721921,609387803,-1361786346,662.9,1087.0,3.742,100,150,85,0.0
908721922,609387800,-1361786959,666.5,1087.2,3.7319999999999998,100,150,85,0.0
908721923,609387815,-1361787525,669.83,1087.2,3.7230000000000003,100,150,83,0.0
908721924,609387818,-1361788143,673.45,1087.0,3.714,100,150,83,0.0
908721925,609387811,-1361788797,677.3,1087.0,3.714,100,150,84,0.0
908721926,609387809,-1361789454,681.16,1087.0,3.714,100,150,84,0.0
908721927,609387873,-1361790139,685.22,1087.0,3.714,100,150,84,0.0
908721928,609387989,-1361790799,689.25,1087.0,3.714,100,150,83,0.0
908721929,609388132,-1361791450,693.3,1087.0,3.714,100,150,83,0.0
908721930,609388253,-1361792174,697.7,1087.0,3.714,100,150,83,0.0
908721931,609388341,-1361792851,701.74,1087.0,3.7230000000000003,100,150,82,0.0
908721932,609388428,-1361793505,705.67,1087.0,3.7319999999999998,100,150,82,0.0
908721933,609388503,-1361794154,709.52,1087.0,3.7319999999999998,100,150,83,0.0
908721934,609388544,-1361794773,713.17,1086.8,3.7319999999999998,100,150,83,0.0
908721935,609388586,-1361795400,716.87,1086.8,3.7319999999999998,100,150,83,0.0
908721936,609388612,-1361796027,720.55,1087.0,3.7319999999999998,100,150,84,0.0
908721937,609388632,-1361796666,724.3,1087.0,3.7319999999999998,100,150,84,0.0
908721938,609388655,-1361797296,728.0,1087.0,3.7319999999999998,100,150,84,0.0
908721939,609388728,-1361797884,731.51,1087.0,3.7319999999999998,100,150,83,0.0
908721940,609388932,-1361798377,734.98,1087.0,3.7319999999999998,100,150,83,0.0
908721941,609389239,-1361798735,738.53,1086.8,3.7230000000000003,100,150,83,0.0
908721942,609389605,-1361798951,742.17,1086.6,3.7230000000000003,100,150,83,0.0
908721943,609389981,-1361799095,745.78,1086.8,3.714,100,150,83,0.0
908721944,609390349,-1361799200,749.25,1086.6,3.714,100,150,84,0.0
908721945,609390733,-1361799282,752.87,1086.8,3.714,100,150,84,0.0
908721946,609391118,-1361799341,756.46,1086.8,3.714,100,150,84,0.0
908721947,609391519,-1361799413,760.22,1086.6,3.714,100,150,84,0.0
908721948,609391921,-1361799477,763.97,1086.8,3.714,100,150,84,0.0
908721949,609392316,-1361799534,767.64,1086.8,3.714,100,150,84,0.0
908721950,609392730,-1361799590,771.49,1086.8,3.714,100,150,84,0.0
908721951,609393125,-1361799669,775.19,1086.8,3.714,100,150,84,0.0
908721952,609393518,-1361799726,778.85,1086.8,3.714,100,150,84,0.0
908721953,609393922,-1361799753,782.59,1086.8,3.714,100,150,84,0.0
908721954,609394334,-1361799830,786.45,1086.8,3.714,100,151,84,0.0
908721955,609394765,-1361799899,790.48,1086.8,3.714,100,151,84,0.0
908721956,609395208,-1361799972,794.63,1086.8,3.7230000000000003,100,151,84,0.0
908721957,609395625,-1361800066,798.56,1086.8,3.7319999999999998,100,151,84,0.0
908721958,609396056,-1361800157,802.6,1086.8,3.7319999999999998,100,151,84,0.0
908721959,609396475,-1361800230,806.54,1087.0,3.7319999999999998,100,151,84,0.0
908721960,609396900,-1361800306,810.52,1087.0,3.742,100,151,84,0.0
908721961,609397334,-1361800350,814.58,1087.0,3.742,100,151,83,0.0
908721962,609397766,-1361800386,818.61,1087.0,3.742,100,151,83,0.0
908721963,609398187,-1361800428,822.53,1087.0,3.7510000000000003,100,151,83,0.0
908721964,609398611,-1361800472,826.49,1087.0,3.7510000000000003,100,151,83,0.0
